"measure","value","units","category","scenario","climset","period","strategy"
"KenoReach Mean Ann Boating Days",171.8,"days","Recreation Boating","HD","CMIP5",2070,"Historical"
"BoyleReach Mean Ann Boating Days",59,"days","Recreation Boating","HD","CMIP5",2070,"Historical"
"HellsCornerReach Mean Ann Boating Days",256,"days","Recreation Boating","HD","CMIP5",2070,"Historical"
"IGScottReach Mean Ann Boating Days",274.7333,"days","Recreation Boating","HD","CMIP5",2070,"Historical"
"ScottSalmonReach Mean Ann Boating Days",249.2333,"days","Recreation Boating","HD","CMIP5",2070,"Historical"
"SalmonTrinityReach Mean Ann Boating Days",213.9333,"days","Recreation Boating","HD","CMIP5",2070,"Historical"
"TrinityOceanReach Mean Ann Boating Days",252.9333,"days","Recreation Boating","HD","CMIP5",2070,"Historical"
"Mean Project Supply (Apr-Sep)",361.3104,"KAF","Water Delivery","HD","CMIP5",2070,"Historical"
"Mean Annual UKL Stg and Inflow",1377.9978,"KAF","Water Delivery","HD","CMIP5",2070,"Historical"
"Mean Annual Shasta Flow",187.6871,"cfs","Water Delivery","HD","CMIP5",2070,"Historical"
"Mean Annual Scott Flow",668.7854,"cfs","Water Delivery","HD","CMIP5",2070,"Historical"
"Mean Annual MWAT",75.7443,"degF","Water Quality","HD","CMIP5",2070,"Historical"
"Mean exceedence of MWAT - Poor",12.0643,"degF","Water Quality","HD","CMIP5",2070,"Historical"
"Frequency Meeting Dry Year Fish Targets Scott",58.2185,"% of Days","Ecological Resources","HD","CMIP5",2070,"Baseline"
"Frequency Meeting Dry Year Fish Targets Shasta",46.8833,"% of Days","Ecological Resources","HD","CMIP5",2070,"Baseline"
"Mean Annual Water Delivery to LKNWR",10.9939,"KAF","Ecological Resources","HD","CMIP5",2070,"Baseline"
"Mean Annual Hydropower Generated (MW)",22714.8808,"MW","Hydropower","HD","CMIP5",2070,"Baseline"
"Boyle Mean Spill Volume per Year",251.7423,"KAF","Hydropower","HD","CMIP5",2070,"Baseline"
"Copco1 Mean Spill Volume per Year",257.5221,"KAF","Hydropower","HD","CMIP5",2070,"Baseline"
"Iron Gate Mean Spill Volume per Year",505.8834,"KAF","Hydropower","HD","CMIP5",2070,"Baseline"
"Boyle Mean Spill Days per Year",176.4333,"days","Hydropower","HD","CMIP5",2070,"Baseline"
"Copco1 Mean Spill Days per Year",38.0333,"days","Hydropower","HD","CMIP5",2070,"Baseline"
"Iron Gate Mean Spill Days per Year",121.4,"days","Hydropower","HD","CMIP5",2070,"Baseline"
"Freq of UKL Flood Control Release",36.479,"Percent of Days","Flood Control","HD","CMIP5",2070,"Baseline"
"Mean Ann UKL Flood Control Release Volume",249.4562,"KAF","Flood Control","HD","CMIP5",2070,"Baseline"
"KenoReach Mean Ann Fishing Days",253.7667,"days","Recreation Fishing","HD","CMIP5",2070,"Baseline"
"BoyleReach Mean Ann Fishing Days",194.6667,"days","Recreation Fishing","HD","CMIP5",2070,"Baseline"
"HellsCornerReach Mean Ann Fishing Days",263.5,"days","Recreation Fishing","HD","CMIP5",2070,"Baseline"
"IGScottReach Mean Ann Fishing Days",280.4,"days","Recreation Fishing","HD","CMIP5",2070,"Baseline"
"ScottSalmonReach Mean Ann Fishing Days",211.2667,"days","Recreation Fishing","HD","CMIP5",2070,"Baseline"
"SalmonTrinityReach Mean Ann Fishing Days",246.1667,"days","Recreation Fishing","HD","CMIP5",2070,"Baseline"
"TrinityOceanReach Mean Ann Fishing Days",279.5,"days","Recreation Fishing","HD","CMIP5",2070,"Baseline"
"KenoReach Mean Ann Boating Days",140.9333,"days","Recreation Boating","HD","CMIP5",2070,"Baseline"
"BoyleReach Mean Ann Boating Days",44.8667,"days","Recreation Boating","HD","CMIP5",2070,"Baseline"
"HellsCornerReach Mean Ann Boating Days",163.5667,"days","Recreation Boating","HD","CMIP5",2070,"Baseline"
"IGScottReach Mean Ann Boating Days",280.4,"days","Recreation Boating","HD","CMIP5",2070,"Baseline"
"ScottSalmonReach Mean Ann Boating Days",257.7667,"days","Recreation Boating","HD","CMIP5",2070,"Baseline"
"SalmonTrinityReach Mean Ann Boating Days",246.1667,"days","Recreation Boating","HD","CMIP5",2070,"Baseline"
"TrinityOceanReach Mean Ann Boating Days",279.5,"days","Recreation Boating","HD","CMIP5",2070,"Baseline"
"Mean Project Supply (Apr-Sep)",321.1393,"KAF","Water Delivery","HD","CMIP5",2070,"Baseline"
"Mean Annual UKL Stg and Inflow",1214.6988,"KAF","Water Delivery","HD","CMIP5",2070,"Baseline"
"Mean Annual Shasta Flow",164.3148,"cfs","Water Delivery","HD","CMIP5",2070,"Baseline"
"Mean Annual Scott Flow",563.7812,"cfs","Water Delivery","HD","CMIP5",2070,"Baseline"
"Mean Annual MWAT",83.1843,"degF","Water Quality","HD","CMIP5",2070,"Baseline"
"Mean exceedence of MWAT - Poor",19.5043,"degF","Water Quality","HD","CMIP5",2070,"Baseline"
"Frequency Meeting Dry Year Fish Targets Scott",57.1781,"% of Days","Ecological Resources","HD","CMIP5",2070,"Reduce
ET 30%"
"Frequency Meeting Dry Year Fish Targets Shasta",46.3083,"% of Days","Ecological Resources","HD","CMIP5",2070,"Reduce
ET 30%"
"Mean Annual Water Delivery to LKNWR",13.6222,"KAF","Ecological Resources","HD","CMIP5",2070,"Reduce
ET 30%"
"Mean Annual Hydropower Generated (MW)",22967.2874,"MW","Hydropower","HD","CMIP5",2070,"Reduce
ET 30%"
"Boyle Mean Spill Volume per Year",255.7227,"KAF","Hydropower","HD","CMIP5",2070,"Reduce
ET 30%"
"Copco1 Mean Spill Volume per Year",261.4338,"KAF","Hydropower","HD","CMIP5",2070,"Reduce
ET 30%"
"Iron Gate Mean Spill Volume per Year",513.4298,"KAF","Hydropower","HD","CMIP5",2070,"Reduce
ET 30%"
"Boyle Mean Spill Days per Year",177.7,"days","Hydropower","HD","CMIP5",2070,"Reduce
ET 30%"
"Copco1 Mean Spill Days per Year",38.7,"days","Hydropower","HD","CMIP5",2070,"Reduce
ET 30%"
"Iron Gate Mean Spill Days per Year",123.1,"days","Hydropower","HD","CMIP5",2070,"Reduce
ET 30%"
"Freq of UKL Flood Control Release",35.5389,"Percent of Days","Flood Control","HD","CMIP5",2070,"Reduce
ET 30%"
"Mean Ann UKL Flood Control Release Volume",253.2138,"KAF","Flood Control","HD","CMIP5",2070,"Reduce
ET 30%"
"KenoReach Mean Ann Fishing Days",252.8667,"days","Recreation Fishing","HD","CMIP5",2070,"Reduce
ET 30%"
"BoyleReach Mean Ann Fishing Days",193.3,"days","Recreation Fishing","HD","CMIP5",2070,"Reduce
ET 30%"
"HellsCornerReach Mean Ann Fishing Days",262.2,"days","Recreation Fishing","HD","CMIP5",2070,"Reduce
ET 30%"
"IGScottReach Mean Ann Fishing Days",281.5,"days","Recreation Fishing","HD","CMIP5",2070,"Reduce
ET 30%"
"ScottSalmonReach Mean Ann Fishing Days",212.5667,"days","Recreation Fishing","HD","CMIP5",2070,"Reduce
ET 30%"
"SalmonTrinityReach Mean Ann Fishing Days",247.2,"days","Recreation Fishing","HD","CMIP5",2070,"Reduce
ET 30%"
"TrinityOceanReach Mean Ann Fishing Days",279.2667,"days","Recreation Fishing","HD","CMIP5",2070,"Reduce
ET 30%"
"KenoReach Mean Ann Boating Days",143.3,"days","Recreation Boating","HD","CMIP5",2070,"Reduce
ET 30%"
"BoyleReach Mean Ann Boating Days",46,"days","Recreation Boating","HD","CMIP5",2070,"Reduce
ET 30%"
"HellsCornerReach Mean Ann Boating Days",164.7,"days","Recreation Boating","HD","CMIP5",2070,"Reduce
ET 30%"
"IGScottReach Mean Ann Boating Days",281.5,"days","Recreation Boating","HD","CMIP5",2070,"Reduce
ET 30%"
"ScottSalmonReach Mean Ann Boating Days",259.0333,"days","Recreation Boating","HD","CMIP5",2070,"Reduce
ET 30%"
"SalmonTrinityReach Mean Ann Boating Days",247.2,"days","Recreation Boating","HD","CMIP5",2070,"Reduce
ET 30%"
"TrinityOceanReach Mean Ann Boating Days",279.2667,"days","Recreation Boating","HD","CMIP5",2070,"Reduce
ET 30%"
"Mean Project Supply (Apr-Sep)",324.507,"KAF","Water Delivery","HD","CMIP5",2070,"Reduce
ET 30%"
"Mean Annual UKL Stg and Inflow",1225.6695,"KAF","Water Delivery","HD","CMIP5",2070,"Reduce
ET 30%"
"Mean Annual Shasta Flow",166.2296,"cfs","Water Delivery","HD","CMIP5",2070,"Reduce
ET 30%"
"Mean Annual Scott Flow",566.803,"cfs","Water Delivery","HD","CMIP5",2070,"Reduce
ET 30%"
"Mean Annual MWAT",83.1843,"degF","Water Quality","HD","CMIP5",2070,"Reduce
ET 30%"
"Mean exceedence of MWAT - Poor",19.5043,"degF","Water Quality","HD","CMIP5",2070,"Reduce
ET 30%"
"Frequency Meeting Dry Year Fish Targets Scott",56.3658,"% of Days","Ecological Resources","HD","CMIP5",2070,"Reduce
ET 50%"
"Frequency Meeting Dry Year Fish Targets Shasta",45.3774,"% of Days","Ecological Resources","HD","CMIP5",2070,"Reduce
ET 50%"
"Mean Annual Water Delivery to LKNWR",14.9239,"KAF","Ecological Resources","HD","CMIP5",2070,"Reduce
ET 50%"
"Mean Annual Hydropower Generated (MW)",23087.5017,"MW","Hydropower","HD","CMIP5",2070,"Reduce
ET 50%"
"Boyle Mean Spill Volume per Year",257.7732,"KAF","Hydropower","HD","CMIP5",2070,"Reduce
ET 50%"
"Copco1 Mean Spill Volume per Year",263.4786,"KAF","Hydropower","HD","CMIP5",2070,"Reduce
ET 50%"
"Iron Gate Mean Spill Volume per Year",516.888,"KAF","Hydropower","HD","CMIP5",2070,"Reduce
ET 50%"
"Boyle Mean Spill Days per Year",178.1,"days","Hydropower","HD","CMIP5",2070,"Reduce
ET 50%"
"Copco1 Mean Spill Days per Year",39.1667,"days","Hydropower","HD","CMIP5",2070,"Reduce
ET 50%"
"Iron Gate Mean Spill Days per Year",124,"days","Hydropower","HD","CMIP5",2070,"Reduce
ET 50%"
"Freq of UKL Flood Control Release",35.3473,"Percent of Days","Flood Control","HD","CMIP5",2070,"Reduce
ET 50%"
"Mean Ann UKL Flood Control Release Volume",254.6113,"KAF","Flood Control","HD","CMIP5",2070,"Reduce
ET 50%"
"KenoReach Mean Ann Fishing Days",252.4667,"days","Recreation Fishing","HD","CMIP5",2070,"Reduce
ET 50%"
"BoyleReach Mean Ann Fishing Days",193.2667,"days","Recreation Fishing","HD","CMIP5",2070,"Reduce
ET 50%"
"HellsCornerReach Mean Ann Fishing Days",261.6333,"days","Recreation Fishing","HD","CMIP5",2070,"Reduce
ET 50%"
"IGScottReach Mean Ann Fishing Days",281.6667,"days","Recreation Fishing","HD","CMIP5",2070,"Reduce
ET 50%"
"ScottSalmonReach Mean Ann Fishing Days",212.3667,"days","Recreation Fishing","HD","CMIP5",2070,"Reduce
ET 50%"
"SalmonTrinityReach Mean Ann Fishing Days",247.5667,"days","Recreation Fishing","HD","CMIP5",2070,"Reduce
ET 50%"
"TrinityOceanReach Mean Ann Fishing Days",279.3,"days","Recreation Fishing","HD","CMIP5",2070,"Reduce
ET 50%"
"KenoReach Mean Ann Boating Days",143.9333,"days","Recreation Boating","HD","CMIP5",2070,"Reduce
ET 50%"
"BoyleReach Mean Ann Boating Days",46.8,"days","Recreation Boating","HD","CMIP5",2070,"Reduce
ET 50%"
"HellsCornerReach Mean Ann Boating Days",165.5667,"days","Recreation Boating","HD","CMIP5",2070,"Reduce
ET 50%"
"IGScottReach Mean Ann Boating Days",281.6667,"days","Recreation Boating","HD","CMIP5",2070,"Reduce
ET 50%"
"ScottSalmonReach Mean Ann Boating Days",259.1,"days","Recreation Boating","HD","CMIP5",2070,"Reduce
ET 50%"
"SalmonTrinityReach Mean Ann Boating Days",247.5667,"days","Recreation Boating","HD","CMIP5",2070,"Reduce
ET 50%"
"TrinityOceanReach Mean Ann Boating Days",279.3,"days","Recreation Boating","HD","CMIP5",2070,"Reduce
ET 50%"
"Mean Project Supply (Apr-Sep)",326.936,"KAF","Water Delivery","HD","CMIP5",2070,"Reduce
ET 50%"
"Mean Annual UKL Stg and Inflow",1233.1521,"KAF","Water Delivery","HD","CMIP5",2070,"Reduce
ET 50%"
"Mean Annual Shasta Flow",167.8642,"cfs","Water Delivery","HD","CMIP5",2070,"Reduce
ET 50%"
"Mean Annual Scott Flow",569.0945,"cfs","Water Delivery","HD","CMIP5",2070,"Reduce
ET 50%"
"Mean Annual MWAT",83.2014,"degF","Water Quality","HD","CMIP5",2070,"Reduce
ET 50%"
"Mean exceedence of MWAT - Poor",19.5214,"degF","Water Quality","HD","CMIP5",2070,"Reduce
ET 50%"
"Frequency Meeting Dry Year Fish Targets Scott",58.2185,"% of Days","Ecological Resources","HD","CMIP5",2070,"Add
30KAF"
"Frequency Meeting Dry Year Fish Targets Shasta",46.8833,"% of Days","Ecological Resources","HD","CMIP5",2070,"Add
30KAF"
"Mean Annual Water Delivery to LKNWR",10.8308,"KAF","Ecological Resources","HD","CMIP5",2070,"Add
30KAF"
"Mean Annual Hydropower Generated (MW)",23039.9411,"MW","Hydropower","HD","CMIP5",2070,"Add
30KAF"
"Boyle Mean Spill Volume per Year",260.5252,"KAF","Hydropower","HD","CMIP5",2070,"Add
30KAF"
"Copco1 Mean Spill Volume per Year",266.9033,"KAF","Hydropower","HD","CMIP5",2070,"Add
30KAF"
"Iron Gate Mean Spill Volume per Year",521.4994,"KAF","Hydropower","HD","CMIP5",2070,"Add
30KAF"
"Boyle Mean Spill Days per Year",177.9333,"days","Hydropower","HD","CMIP5",2070,"Add
30KAF"
"Copco1 Mean Spill Days per Year",39.2333,"days","Hydropower","HD","CMIP5",2070,"Add
30KAF"
"Iron Gate Mean Spill Days per Year",124.3667,"days","Hydropower","HD","CMIP5",2070,"Add
30KAF"
"Freq of UKL Flood Control Release",36.9627,"Percent of Days","Flood Control","HD","CMIP5",2070,"Add
30KAF"
"Mean Ann UKL Flood Control Release Volume",258.5915,"KAF","Flood Control","HD","CMIP5",2070,"Add
30KAF"
"KenoReach Mean Ann Fishing Days",251.3667,"days","Recreation Fishing","HD","CMIP5",2070,"Add
30KAF"
"BoyleReach Mean Ann Fishing Days",191.8333,"days","Recreation Fishing","HD","CMIP5",2070,"Add
30KAF"
"HellsCornerReach Mean Ann Fishing Days",260.5667,"days","Recreation Fishing","HD","CMIP5",2070,"Add
30KAF"
"IGScottReach Mean Ann Fishing Days",280.6333,"days","Recreation Fishing","HD","CMIP5",2070,"Add
30KAF"
"ScottSalmonReach Mean Ann Fishing Days",211.1,"days","Recreation Fishing","HD","CMIP5",2070,"Add
30KAF"
"SalmonTrinityReach Mean Ann Fishing Days",246.3667,"days","Recreation Fishing","HD","CMIP5",2070,"Add
30KAF"
"TrinityOceanReach Mean Ann Fishing Days",279.1333,"days","Recreation Fishing","HD","CMIP5",2070,"Add
30KAF"
"KenoReach Mean Ann Boating Days",143.4667,"days","Recreation Boating","HD","CMIP5",2070,"Add
30KAF"
"BoyleReach Mean Ann Boating Days",46.7333,"days","Recreation Boating","HD","CMIP5",2070,"Add
30KAF"
"HellsCornerReach Mean Ann Boating Days",166.5333,"days","Recreation Boating","HD","CMIP5",2070,"Add
30KAF"
"IGScottReach Mean Ann Boating Days",280.6333,"days","Recreation Boating","HD","CMIP5",2070,"Add
30KAF"
"ScottSalmonReach Mean Ann Boating Days",258,"days","Recreation Boating","HD","CMIP5",2070,"Add
30KAF"
"SalmonTrinityReach Mean Ann Boating Days",246.3667,"days","Recreation Boating","HD","CMIP5",2070,"Add
30KAF"
"TrinityOceanReach Mean Ann Boating Days",279.1333,"days","Recreation Boating","HD","CMIP5",2070,"Add
30KAF"
"Mean Project Supply (Apr-Sep)",329.1458,"KAF","Water Delivery","HD","CMIP5",2070,"Add
30KAF"
"Mean Annual UKL Stg and Inflow",1236.6646,"KAF","Water Delivery","HD","CMIP5",2070,"Add
30KAF"
"Mean Annual Shasta Flow",164.3148,"cfs","Water Delivery","HD","CMIP5",2070,"Add
30KAF"
"Mean Annual Scott Flow",563.7812,"cfs","Water Delivery","HD","CMIP5",2070,"Add
30KAF"
"Mean Annual MWAT",83.2083,"degF","Water Quality","HD","CMIP5",2070,"Add
30KAF"
"Mean exceedence of MWAT - Poor",19.5283,"degF","Water Quality","HD","CMIP5",2070,"Add
30KAF"
"Frequency Meeting Dry Year Fish Targets Scott",70.5029,"% of Days","Ecological Resources","HW","CMIP3",2030,"Historical"
"Frequency Meeting Dry Year Fish Targets Shasta",56.8769,"% of Days","Ecological Resources","HW","CMIP3",2030,"Historical"
"Mean Annual Water Delivery to LKNWR",24.6143,"KAF","Ecological Resources","HW","CMIP3",2030,"Historical"
"Mean Annual Hydropower Generated (MW)",26741.1142,"MW","Hydropower","HW","CMIP3",2030,"Historical"
"Boyle Mean Spill Volume per Year",163.0602,"KAF","Hydropower","HW","CMIP3",2030,"Historical"
"Copco1 Mean Spill Volume per Year",186.3791,"KAF","Hydropower","HW","CMIP3",2030,"Historical"
"Iron Gate Mean Spill Volume per Year",533.8601,"KAF","Hydropower","HW","CMIP3",2030,"Historical"
"Boyle Mean Spill Days per Year",105.9,"days","Hydropower","HW","CMIP3",2030,"Historical"
"Copco1 Mean Spill Days per Year",42.8,"days","Hydropower","HW","CMIP3",2030,"Historical"
"Iron Gate Mean Spill Days per Year",170.3333,"days","Hydropower","HW","CMIP3",2030,"Historical"
"Freq of UKL Flood Control Release",44.1179,"Percent of Days","Flood Control","HW","CMIP3",2030,"Historical"
"Mean Ann UKL Flood Control Release Volume",224.4786,"KAF","Flood Control","HW","CMIP3",2030,"Historical"
"KenoReach Mean Ann Fishing Days",247.6667,"days","Recreation Fishing","HW","CMIP3",2030,"Historical"
"BoyleReach Mean Ann Fishing Days",154.9,"days","Recreation Fishing","HW","CMIP3",2030,"Historical"
"HellsCornerReach Mean Ann Fishing Days",220.4333,"days","Recreation Fishing","HW","CMIP3",2030,"Historical"
"IGScottReach Mean Ann Fishing Days",274.7333,"days","Recreation Fishing","HW","CMIP3",2030,"Historical"
"ScottSalmonReach Mean Ann Fishing Days",183.9667,"days","Recreation Fishing","HW","CMIP3",2030,"Historical"
"SalmonTrinityReach Mean Ann Fishing Days",213.9333,"days","Recreation Fishing","HW","CMIP3",2030,"Historical"
"TrinityOceanReach Mean Ann Fishing Days",252.9333,"days","Recreation Fishing","HW","CMIP3",2030,"Historical"
"KenoReach Mean Ann Boating Days",171.8,"days","Recreation Boating","HW","CMIP3",2030,"Historical"
"BoyleReach Mean Ann Boating Days",59,"days","Recreation Boating","HW","CMIP3",2030,"Historical"
"HellsCornerReach Mean Ann Boating Days",256,"days","Recreation Boating","HW","CMIP3",2030,"Historical"
"IGScottReach Mean Ann Boating Days",274.7333,"days","Recreation Boating","HW","CMIP3",2030,"Historical"
"ScottSalmonReach Mean Ann Boating Days",249.2333,"days","Recreation Boating","HW","CMIP3",2030,"Historical"
"SalmonTrinityReach Mean Ann Boating Days",213.9333,"days","Recreation Boating","HW","CMIP3",2030,"Historical"
"TrinityOceanReach Mean Ann Boating Days",252.9333,"days","Recreation Boating","HW","CMIP3",2030,"Historical"
"Mean Project Supply (Apr-Sep)",361.3104,"KAF","Water Delivery","HW","CMIP3",2030,"Historical"
"Mean Annual UKL Stg and Inflow",1377.9978,"KAF","Water Delivery","HW","CMIP3",2030,"Historical"
"Mean Annual Shasta Flow",187.6871,"cfs","Water Delivery","HW","CMIP3",2030,"Historical"
"Mean Annual Scott Flow",668.7854,"cfs","Water Delivery","HW","CMIP3",2030,"Historical"
"Mean Annual MWAT",75.7443,"degF","Water Quality","HW","CMIP3",2030,"Historical"
"Mean exceedence of MWAT - Poor",12.0643,"degF","Water Quality","HW","CMIP3",2030,"Historical"
"Frequency Meeting Dry Year Fish Targets Scott",70.9318,"% of Days","Ecological Resources","HW","CMIP3",2030,"Baseline"
"Frequency Meeting Dry Year Fish Targets Shasta",58.5288,"% of Days","Ecological Resources","HW","CMIP3",2030,"Baseline"
"Mean Annual Water Delivery to LKNWR",12.5663,"KAF","Ecological Resources","HW","CMIP3",2030,"Baseline"
"Mean Annual Hydropower Generated (MW)",26527.262,"MW","Hydropower","HW","CMIP3",2030,"Baseline"
"Boyle Mean Spill Volume per Year",413.7387,"KAF","Hydropower","HW","CMIP3",2030,"Baseline"
"Copco1 Mean Spill Volume per Year",454.8438,"KAF","Hydropower","HW","CMIP3",2030,"Baseline"
"Iron Gate Mean Spill Volume per Year",806.5499,"KAF","Hydropower","HW","CMIP3",2030,"Baseline"
"Boyle Mean Spill Days per Year",217.4333,"days","Hydropower","HW","CMIP3",2030,"Baseline"
"Copco1 Mean Spill Days per Year",59.2,"days","Hydropower","HW","CMIP3",2030,"Baseline"
"Iron Gate Mean Spill Days per Year",140.1667,"days","Hydropower","HW","CMIP3",2030,"Baseline"
"Freq of UKL Flood Control Release",43.5977,"Percent of Days","Flood Control","HW","CMIP3",2030,"Baseline"
"Mean Ann UKL Flood Control Release Volume",378.9839,"KAF","Flood Control","HW","CMIP3",2030,"Baseline"
"KenoReach Mean Ann Fishing Days",224.9333,"days","Recreation Fishing","HW","CMIP3",2030,"Baseline"
"BoyleReach Mean Ann Fishing Days",146.3667,"days","Recreation Fishing","HW","CMIP3",2030,"Baseline"
"HellsCornerReach Mean Ann Fishing Days",243.7,"days","Recreation Fishing","HW","CMIP3",2030,"Baseline"
"IGScottReach Mean Ann Fishing Days",266.1,"days","Recreation Fishing","HW","CMIP3",2030,"Baseline"
"ScottSalmonReach Mean Ann Fishing Days",183.8667,"days","Recreation Fishing","HW","CMIP3",2030,"Baseline"
"SalmonTrinityReach Mean Ann Fishing Days",211.4333,"days","Recreation Fishing","HW","CMIP3",2030,"Baseline"
"TrinityOceanReach Mean Ann Fishing Days",241.0333,"days","Recreation Fishing","HW","CMIP3",2030,"Baseline"
"KenoReach Mean Ann Boating Days",180.6,"days","Recreation Boating","HW","CMIP3",2030,"Baseline"
"BoyleReach Mean Ann Boating Days",54.7667,"days","Recreation Boating","HW","CMIP3",2030,"Baseline"
"HellsCornerReach Mean Ann Boating Days",181.1333,"days","Recreation Boating","HW","CMIP3",2030,"Baseline"
"IGScottReach Mean Ann Boating Days",266.1,"days","Recreation Boating","HW","CMIP3",2030,"Baseline"
"ScottSalmonReach Mean Ann Boating Days",236.0333,"days","Recreation Boating","HW","CMIP3",2030,"Baseline"
"SalmonTrinityReach Mean Ann Boating Days",211.4333,"days","Recreation Boating","HW","CMIP3",2030,"Baseline"
"TrinityOceanReach Mean Ann Boating Days",241.0333,"days","Recreation Boating","HW","CMIP3",2030,"Baseline"
